cle_modele,modele,camp,identite,item,tv_decrit_echantillon,tv_decrit_national,tv_echantillon_national,difference
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,colcom/y,0.11258992805755397,0.1304683763226782,0.01787844826512422,-0.01787844826512422
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,libcom/y,0.16294964028776981,0.18071713072885215,0.017767490441082334,-0.017767490441082334
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,spkhomo/y,0.05601918465227819,0.0179469098116844,0.03807227484059379,0.03807227484059379
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,libhomo/y,0.10683453237410079,0.05542182459702968,0.05141270777707112,0.05141270777707111
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,cappun,0.03513189448441248,0.010879907526243127,0.024251986958169353,0.024251986958169353
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,polhitok/y,0.5867146282973621,0.6345144919765844,0.04779986367922237,-0.04779986367922229
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,polabuse/y,0.11163069544364516,0.08182540889403343,0.02980528654961173,0.02980528654961173
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,polattak/y,0.007074340527577966,0.19474254471575747,0.18766820418817948,-0.1876682041881795
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,grass,0.08091127098321343,0.01149502268213376,0.0924062936653472,0.06941624830107967
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,gunlaw,0.38213429256594733,0.35924898350194767,0.022885309063999673,0.02288530906399966
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,class,0.19376498800959233,0.26974003130856306,0.0876035255614119,-0.07597504329897073
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,finalter,0.14064748201438848,0.08334429257659262,0.13143261127484526,0.05730318943779586
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,finrela,0.11906474820143886,0.15853289454640762,0.12811889486587547,-0.03946814634496876
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,racdif1,0.3605515587529976,0.20720272905898074,0.15334882969401692,0.15334882969401686
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,racdif2,0.05755395683453232,0.07134232093055806,0.013788364096025737,-0.01378836409602574
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,racdif3,0.5694244604316547,0.5379577177675245,0.03146674266413005,0.03146674266413019
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,racdif4,0.019904076738609132,0.14979429245944909,0.12989021572083995,-0.12989021572083995
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,racwork,0.43201438848920876,0.18908712339000772,0.4820143884892088,0.24292726509920104
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,letin1a,0.13177458033573133,0.14866832507245878,0.05746127328424333,-0.016893744736727445
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,getahead,0.20431654676258998,0.21016282572389222,0.4144793724864822,-0.0058462789613022426
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,parsol,0.2211031175059951,0.13370214487893742,0.24164176799208864,0.08740097262705768
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,spanking,0.16486810551558756,0.17866981427347214,0.2684757147190969,-0.013801708757884584
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,divlaw,0.18525179856115107,0.07793201442136002,0.20792796468548735,0.10731978413979104
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,sexeduc,0.1044364508393285,0.1137620677587464,0.009325616919417901,-0.009325616919417898
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,pillok,0.2484412470023981,0.36797950182041317,0.13836319486597673,-0.11953825481801506
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,discaff,0.39304556354916076,0.2796969285903774,0.11334863495878336,0.11334863495878333
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,abdefect,0.16004796163069554,0.10798900966800629,0.05205895196268925,0.052058951962689254
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,abnomore,0.0029016786570743858,0.1724539224006172,0.17535560105769157,-0.1695522437435428
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,abhlth,0.044028776978417214,0.04938893104615349,0.005360154067736276,-0.005360154067736274
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,abpoor,0.02448441247002399,0.1651091287191805,0.18959354118920446,-0.1406247162491565
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,abrape,0.04642685851318945,0.009873985534783879,0.05630084404797332,0.03655287297840557
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,absingle,0.0529016786570744,0.14292617705381563,0.19582785571089004,-0.09002449839674123
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,abany,0.05908872901678657,0.21248273943305016,0.1533940104162636,-0.15339401041626358
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,letdie1,0.1809112709832134,0.1547135734605259,0.026197697522687552,0.026197697522687524
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,suicide1,0.17371702637889688,0.09205333337649593,0.08166369300240095,0.08166369300240095
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,suicide2,0.09988009592326136,0.26455957347705106,0.1646794775537897,-0.1646794775537897
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,suicide3,0.028537170263788936,0.12458213906376639,0.15311930932755533,-0.09604496879997745
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,suicide4,0.1835971223021583,0.38154360658430153,0.19794648428214326,-0.19794648428214323
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,pornlaw,0.21570743405275772,0.19051188373393546,0.049053280473630355,0.025195550318822257
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,fair,0.09496402877697846,0.3952885314286006,0.3889336153614543,-0.30032450265162214
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,helpful,0.2622302158273382,0.21790370582211352,0.3361608244097911,0.04432651000522467
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,tax,0.21282973621103118,0.19167329287254314,0.02576657736631457,0.02115644333848804
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,vote16,0.1441247002398082,0.050896112162701755,0.09322858807710643,0.09322858807710643
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,pres16,0.2405275779376498,0.13771109020818484,0.28221178811353165,0.10281648772946497
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,if16who,0.06510791366906479,0.21473181150889578,0.1944680225400709,-0.149623897839831
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,news,0.26462829736211035,0.36388090576377286,0.13870073770924435,-0.0992526084016625
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,pray,0.3827338129496403,0.38248930243556034,0.243720660286274,0.00024451051407997637
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,postlife,0.12553956834532373,0.27202777647412135,0.1464882081287976,-0.14648820812879762
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,reborn,0.3139088729016787,0.15,0.44364508393285373,0.1639088729016787
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,savesoul,0.25095923261390884,0.12697663191108777,0.1239826007028211,0.12398260070282108
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,granborn,0.2673860911270983,0.29968922267070314,0.0323031315436048,-0.03230313154360481
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,othlang,0.4149880095923262,0.29173459567977866,0.12325341391254752,0.12325341391254752
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,health,0.2249400479616307,0.08094051894020257,0.1614706094704328,0.14399952902142812
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,compuse*,0.0008153477218225836,0.14303571509343618,0.14385106281525878,-0.1422203673716136
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,webmob,0.008009592326139086,0.4484998506294942,0.45650944295563334,-0.44049025830335514
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,xmovie,0.08645083932853717,0.0207280282230774,0.06572281110545977,0.06572281110545977
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,usewww*,0.20561151079136686,0.04977414983010171,0.2553856606214686,0.15583736096126516
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,life,0.21390887290167865,0.10962586365263292,0.2550695087365658,0.10428300924904572
q4,Qwen3-4B-Instruct-2507,gauche,journaliste,richwork,0.0878896882494005,0.25720834933323017,0.3450980375826307,-0.16931866108382967
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,natspac/y,0.44376498800959235,0.3685029896434959,0.07526199836609641,0.07526199836609643
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,natenvir/y,0.4061151079136691,0.3499524077287294,0.05616270018493978,0.05616270018493974
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,natheal/y,0.5273381294964029,0.45239812831447657,0.07494000118192634,0.07494000118192634
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,natcity/y,0.2087529976019185,0.06421967514526958,0.1445333224566489,0.14453332245664893
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,natdrug/y,0.22146282973621106,0.2734858337730164,0.07664235408917586,-0.05202300403680532
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,nateduc/y,0.500959232613909,0.5256911581849152,0.024731925571006265,-0.02473192557100623
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,natrace/y,0.15671462829736213,0.22173445590211485,0.06501982760475272,-0.06501982760475272
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,natarms/y,0.3731414868105516,0.2725917126641128,0.12060551700562161,0.10054977414643879
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,nataid/y,0.36127098321342926,0.26946655434959027,0.091804428863839,0.091804428863839
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,natfare/y,0.3821342925659473,0.13433899952332543,0.24779529304262188,0.24779529304262185
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,natroad,0.12086330935251798,0.10838158012279263,0.013869467121430445,0.012481729229725347
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,natsoc,0.25503597122302163,0.1641905525320953,0.10254024758949264,0.09084541869092633
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,natmass,0.2971223021582734,0.22429302826108485,0.07282927389718855,0.07282927389718855
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,natpark,0.2567146282973622,0.19334938622383951,0.06409290616845723,0.06336524207352268
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,natchld,0.06642685851318948,0.07613177047048023,0.026480652274231575,-0.009704911957290743
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,natsci,0.10839328537170263,0.06748747570802541,0.09626893385428023,0.040905809663677226
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,natenrgy,0.06642685851318945,0.06076436428351675,0.05809719300981649,0.0056624942296727016
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,uswary,0.30563549160671466,0.3369044849505032,0.03126899334378852,-0.03126899334378852
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,prayer,0.21810551558753,0.005084998509348293,0.2231905140968783,0.2130205170781817
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,courts,0.017026378896882438,0.2042741914156947,0.2071518892574213,-0.18724781251881226
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,fehire,0.2516786570743405,0.2646378238639897,0.1858735360091166,-0.012959166789649201
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,fechld,0.28278177458033577,0.35207664126704097,0.106117027399497,-0.0692948666867052
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,fepresch,0.19892086330935252,0.13296329804377188,0.09920871886034305,0.06595756526558064
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,fefam,0.2772182254196643,0.2252711667252139,0.0519470586944504,0.051947058694450376
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,fepol,0.06366906474820147,0.05451600741620129,0.009153057332000183,0.009153057332000183
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,incom16,0.17661870503597132,0.11518973137933289,0.06210267988245889,0.061428973656638436
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,evwork,0.07086330935251803,0.005984080614347034,0.064879228738171,0.064879228738171
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,partfull,0.202158273381295,0.10000000000000002,0.30215827338129503,0.10215827338129498
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,wksub1,0.27410071942446046,0.17613487055010246,0.39927635736065403,0.097965848874358
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,wksup1,0.47973621103117503,0.3644426981795118,0.38129496402877705,0.11529351285166323
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,conarmy,0.003717026378896829,0.06369018329829246,0.06321056699133802,-0.05997315691939563
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,conbus,0.34928057553956837,0.30316366202144795,0.2057873595029867,0.04611691351812042
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,conclerg,0.4211031175059953,0.3180692077714804,0.2615412183185215,0.10303390973451487
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,coneduc,0.20911270983213426,0.16523433859439854,0.0829772231176014,0.04387837123773572
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,confed,0.27733812949640285,0.30182322048654153,0.1662086801086091,-0.02448509099013868
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,confinan,0.2869304556354916,0.3266023198595705,0.06620146329944532,-0.03967186422407892
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,conjudge,0.41834532374100725,0.1526920637284555,0.42242558412906583,0.26565326001255174
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,conlabor,0.20155875299760198,0.33060364662172215,0.18535808562668923,-0.12904489362412017
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,conlegis,0.2820143884892087,0.3414729937063432,0.07422626910609881,-0.05945860521713453
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,conmedic,0.1447242206235012,0.07367623321000095,0.19358650700052993,0.07104798741350025
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,conpress,0.25131894484412476,0.22566947789181385,0.10059149015543124,0.025649466952310906
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,consci,0.3005995203836931,0.10732170744962165,0.21619171287069366,0.19327781293407142
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,contv,0.30647482014388494,0.2966369353847754,0.08955869595510683,0.009837884759109516
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,joblose,0.515347721822542,0.4906105020941895,0.41966426858513195,0.024737219728352466
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,jobfind,0.4163069544364508,0.29514241198504565,0.3908872901678658,0.12116454245140518
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,happy,0.2965227817745804,0.1468350869262677,0.1496876948483127,0.1496876948483127
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,hapmar,0.6150839328537171,0.06092453142632234,0.645083932853717,0.5541594014273947
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,satjob,0.3384892086330936,0.19929004619786986,0.40078249552481193,0.13919916243522376
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,spdeg*,0.5661652496184871,0.22820831085923046,0.5779376498800961,0.3379569387592567
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,spfund,0.6982014388489209,0.1351614116316054,0.748201438848921,0.5630400272173155
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,unemp,0.310431654676259,0.218870509724914,0.09156114495134501,0.09156114495134499
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,librac/y,0.22553956834532374,0.3037037069975238,0.07816413865220007,-0.07816413865220007
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,spkcom/y,0.017410071942446023,0.027220991938579964,0.04463106388102599,-0.00981091999613394
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,colcom/y,0.412589928057554,0.4304683763226782,0.01787844826512422,-0.01787844826512419
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,libcom/y,0.2629496402877698,0.2807171307288521,0.017767490441082334,-0.017767490441082334
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,spkhomo/y,0.05601918465227819,0.0179469098116844,0.03807227484059379,0.03807227484059379
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,libhomo/y,0.30683453237410074,0.25542182459702967,0.05141270777707112,0.051412707777071076
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,cappun,0.03513189448441248,0.010879907526243127,0.024251986958169353,0.024251986958169353
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,polhitok/y,0.5867146282973621,0.6345144919765844,0.04779986367922237,-0.04779986367922229
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,polabuse/y,0.11163069544364516,0.08182540889403343,0.02980528654961173,0.02980528654961173
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,polattak/y,0.007074340527577966,0.19474254471575747,0.18766820418817948,-0.1876682041881795
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,grass,0.08091127098321343,0.01149502268213376,0.0924062936653472,0.06941624830107967
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,gunlaw,0.38213429256594733,0.35924898350194767,0.022885309063999673,0.02288530906399966
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,class,0.18033573141486814,0.15765866518241248,0.0876035255614119,0.02267706623245566
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,finalter,0.14064748201438848,0.08334429257659262,0.13143261127484526,0.05730318943779586
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,finrela,0.15575539568345326,0.11263573967050984,0.12811889486587547,0.043119656012943416
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,racdif1,0.1605515587529976,0.0072027290589807,0.15334882969401692,0.1533488296940169
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,racdif2,0.03755395683453232,0.05134232093055805,0.013788364096025737,-0.013788364096025733
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,racdif3,0.36942446043165467,0.33795771776752465,0.03146674266413005,0.03146674266413002
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,racdif4,0.019904076738609132,0.14979429245944909,0.12989021572083995,-0.12989021572083995
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,racwork,0.43201438848920876,0.13908712339000776,0.4820143884892088,0.292927265099201
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,letin1a,0.17314148681055153,0.16230856252160455,0.05746127328424333,0.010832924288946971
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,getahead,0.20431654676258998,0.21016282572389222,0.4144793724864822,-0.0058462789613022426
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,parsol,0.2211031175059951,0.13370214487893742,0.24164176799208864,0.08740097262705768
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,spanking,0.21486810551558755,0.12866981427347216,0.2684757147190969,0.0861982912421154
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,divlaw,0.18525179856115107,0.07793201442136002,0.20792796468548735,0.10731978413979104
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,sexeduc,0.17443645083932846,0.18376206775874637,0.009325616919417901,-0.009325616919417912
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,pillok,0.3296163069544364,0.46797950182041315,0.13836319486597673,-0.13836319486597676
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,discaff,0.44304556354916075,0.32969692859037736,0.11334863495878336,0.11334863495878339
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,abdefect,0.16004796163069554,0.10798900966800629,0.05205895196268925,0.052058951962689254
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,abnomore,0.02290167865707439,0.15245392240061717,0.17535560105769157,-0.1295522437435428
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,abhlth,0.044028776978417214,0.04938893104615349,0.005360154067736276,-0.005360154067736274
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,abpoor,0.04448441247002399,0.14510912871918047,0.18959354118920446,-0.10062471624915648
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,abrape,0.04642685851318945,0.009873985534783879,0.05630084404797332,0.03655287297840557
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,absingle,0.09290167865707437,0.10292617705381567,0.19582785571089004,-0.0100244983967413
q4,Qwen3-4B-Instruct-2507,gauche,adversaire,abany,0.010911270983213456,0.14248273943305012,0.1533940104162636,-0.13157146844983666
